user_id,recommendations
1010,"[874972, 1070820, 1082185, 916122, 962568]"
1011,"[9655679, 1126899, 903325, 986912, 916122]"
1012,"[874972, 1070820, 962568, 986912, 1082185]"
1013,"[874972, 878996, 866211, 1082185, 1029743]"
1014,"[948670, 986912, 995242, 1082185, 981760]"
1015,"[962615, 986912, 995242, 1082185, 1037332]"
1016,"[1110111, 1082185, 6034857, 1126899, 866211]"
1017,"[1034176, 1126899, 1082185, 916122, 1053690]"
1018,"[829291, 981760, 1036501, 1070820, 8090521]"
1019,"[879734, 1106523, 854852, 1028816, 1026118]"
1020,"[826666, 8293439, 1028891, 1070820, 1077430]"
1021,"[1050741, 1029743, 917033, 1005274, 912704]"
1022,"[874972, 1044078, 916381, 961269, 1082185]"
1023,"[874972, 1044259, 951412, 878996, 916122]"
1024,"[874972, 1101010, 1138189, 1053690, 1110572]"
1025,"[8020166, 995242, 1044078, 1024306, 916122]"
1026,"[874972, 1029743, 1127831, 1082185, 951590]"
1027,"[9832469, 1126899, 1082185, 981760, 821083]"
1028,"[874972, 1082185, 1029743, 1127831, 1106523]"
1029,"[874972, 878996, 1023720, 1126899, 1082185]"
1030,"[874972, 986912, 981760, 1070820, 921504]"
1031,"[837569, 1082185, 954102, 1106523, 5564850]"
1032,"[874972, 1029743, 951590, 1110572, 9677886]"
1033,"[878715, 1082185, 995242, 981760, 987562]"
1034,"[874972, 13876344, 1082185, 1029743, 1127831]"
1035,"[874972, 1082185, 1029743, 1127831, 951590]"
1036,"[899019, 1082185, 1106523, 1081177, 8090537]"
1037,"[874972, 863802, 979057, 1082185, 1029743]"
1038,"[874972, 1058997, 854852, 5592931, 1026118]"
1039,"[1021324, 1082185, 1044078, 1029743, 1057260]"
1040,"[849202, 961554, 1048483, 1126899, 1082185]"
1041,"[1038663, 1029743, 1082185, 981760, 1053690]"
1042,"[948670, 1082185, 981760, 862349, 1044078]"
1043,"[874972, 1082185, 1029743, 1127831, 951590]"
1044,"[874972, 1082185, 1029743, 1127831, 1106523]"
1045,"[906844, 962229, 1082185, 1029743, 981760]"
1046,"[970747, 1082185, 903325, 1126899, 6034857]"
1047,"[863762, 1133018, 1110572, 859075, 845208]"
1048,"[874972, 1082185, 981760, 1058997, 903325]"
1049,"[1000753, 995242, 1082212, 1108131, 880895]"
1050,"[5590965, 962229, 1029743, 1082185, 878996]"
1051,"[874972, 1029743, 1082185, 951590, 921504]"
1052,"[874972, 1082185, 1029743, 1127831, 951590]"
1053,"[874972, 866211, 962568, 971922, 1033142]"
1054,"[874972, 840361, 913894, 1029743, 8090537]"
1055,"[874972, 1029743, 983584, 1082185, 7025106]"
1056,"[1038663, 866211, 923746, 1106523, 951590]"
1057,"[919766, 1126899, 6034857, 1082185, 1079528]"
1058,"[1071302, 5568378, 1092026, 1044078, 1106523]"
1059,"[874972, 1122358, 840361, 940726, 13189981]"
1060,"[874972, 1082185, 1101010, 995242, 951590]"
1061,"[1038663, 903325, 981760, 1082185, 1106523]"
1062,"[874972, 995242, 923746, 962229, 1044078]"
1063,"[874972, 1082185, 983584, 1127831, 999104]"
1064,"[906335, 1070820, 1082185, 8090521, 1101010]"
1065,"[1038663, 1070820, 903325, 1082185, 916122]"
1066,"[874972, 1082185, 995242, 981760, 951590]"
1067,"[826666, 1126899, 962229, 986912, 1082185]"
1068,"[1000753, 962229, 986912, 1044078, 1043590]"
1069,"[1021324, 962229, 1029743, 983584, 916122]"
1070,"[874972, 1082185, 995242, 8293439, 903325]"
1071,"[874972, 1106523, 1082185, 986912, 1081177]"
1072,"[874972, 1053690, 1110572, 1082185, 1133018]"
1073,"[874972, 1053690, 866211, 1082185, 1058997]"
1074,"[874972, 844179, 1082185, 1029743, 962568]"
1075,"[12810391, 1029743, 1053690, 910473, 1023958]"
1076,"[1038663, 981760, 916122, 962229, 8090521]"
1077,"[874972, 1029743, 1081177, 981760, 854852]"
1078,"[874972, 1081177, 981760, 1126899, 1082185]"
1079,"[874972, 1133018, 852600, 871188, 828106]"
1080,"[956599, 1106523, 8090537, 1110572, 961554]"
1081,"[874972, 1081177, 854852, 1029743, 1082185]"
1082,"[874972, 908531, 910473, 1106523, 947798]"
1083,"[908843, 1033142, 933835, 899624, 1116821]"
1084,"[1013928, 909894, 1121624, 951590, 844179]"
1085,"[874972, 1082185, 995242, 981760, 983584]"
1086,"[874972, 1082185, 916122, 854852, 844179]"
1087,"[12810464, 1082185, 995242, 962229, 1081177]"
1088,"[874972, 983078, 1092026, 1068719, 969866]"
1089,"[849202, 951590, 868764, 1029743, 873964]"
1090,"[874972, 962229, 995242, 916122, 844179]"
1091,"[874972, 840361, 12302069, 1029743, 1082185]"
1092,"[874972, 983584, 1108131, 1096036, 859075]"
1093,"[899019, 845208, 1004906, 844165, 12302069]"
1094,"[836445, 8090521, 893018, 962229, 1081177]"
1095,"[874972, 8090537, 1082185, 1029743, 1127831]"
1096,"[874972, 1082185, 878996, 962568, 1030362]"
1097,"[982469, 1106523, 878996, 916122, 1028816]"
1098,"[864893, 1070820, 1082185, 903325, 908531]"
1099,"[874972, 995242, 1097239, 5568378, 8090532]"
1100,"[874972, 1129576, 945662, 976199, 873654]"
1101,"[874972, 929433, 893867, 1082185, 1029743]"
1102,"[836445, 1106523, 1082185, 1044078, 1023720]"
1103,"[1071302, 1081177, 965766, 1126899, 840361]"
1104,"[874972, 986912, 1065979, 911614, 871756]"
1105,"[874972, 1082185, 1058997, 1075313, 990688]"
1106,"[1129049, 1106523, 1082185, 1053690, 1037840]"
1107,"[1085357, 1070820, 1082185, 965766, 13842088]"
1108,"[874972, 1082185, 1029743, 1127831, 1106523]"
1109,"[948670, 1126899, 1082185, 1023720, 981760]"
1110,"[1775642, 1070820, 981760, 1082185, 916122]"
1111,"[9553193, 13008334, 9297574, 969419, 950206]"
1112,"[1111080, 6034857, 961554, 862349, 1075368]"
1113,"[948670, 1029743, 878996, 1082185, 903325]"
1114,"[874972, 1082185, 1106523, 910032, 921504]"
1115,"[874972, 871722, 1082185, 1029743, 1127831]"
1116,"[1038663, 8090521, 1097001, 1029743, 1056509]"
1117,"[863762, 1082185, 995242, 1081177, 981760]"
1118,"[864893, 981760, 1043590, 844179, 963971]"
1119,"[874972, 1082185, 993638, 1029743, 845208]"
1120,"[874972, 1029743, 1082185, 981760, 961554]"
1121,"[12262978, 962229, 1082185, 1029743, 981760]"
1122,"[874972, 1082185, 1029743, 1127831, 951590]"
1123,"[874972, 986912, 845208, 1126899, 962229]"
1124,"[850102, 1082185, 1044078, 854852, 916122]"
1125,"[874972, 1082185, 995242, 1077373, 933637]"
1126,"[826666, 5568729, 6391134, 1126899, 1082185]"
1127,"[874972, 962229, 995242, 1082185, 981760]"
1128,"[874972, 1053690, 1044188, 1138189, 921406]"
1129,"[874972, 1126899, 961554, 1037332, 970030]"
1130,"[874972, 1106523, 1057260, 981760, 1044078]"
1131,"[864893, 1082185, 995242, 1044078, 981760]"
1132,"[1000753, 1106523, 1044078, 981760, 951590]"
1133,"[874972, 903325, 981760, 1029743, 1082185]"
1134,"[948670, 1070820, 1082185, 916122, 965766]"
1135,"[1118946, 1029743, 981760, 1053690, 908531]"
1136,"[9835223, 962229, 1082185, 1106523, 983584]"
1137,"[874972, 862349, 981760, 1082185, 868764]"
1138,"[874972, 1106523, 1138189, 1015539, 1110572]"
1139,"[942077, 1082185, 866211, 862349, 903325]"
1140,"[1002787, 1029743, 983584, 8090521, 981760]"
1141,"[1022428, 983584, 910032, 923746, 819765]"
1142,"[878715, 840361, 1004906, 1082185, 995242]"
1143,"[874972, 981760, 983584, 5569230, 1033142]"
1144,"[874972, 1082185, 1029743, 1127831, 951590]"
1145,"[874972, 1106523, 1081177, 986912, 981760]"
1146,"[874972, 1082185, 995242, 981760, 854852]"
1147,"[874972, 995242, 951590, 854852, 6034857]"
1148,"[874972, 1011300, 1001475, 1042616, 13910974]"
1149,"[982469, 1082185, 5569230, 1026118, 1135681]"
1150,"[874972, 1106523, 985999, 1082185, 1004906]"
1151,"[982469, 1133018, 916122, 951590, 1122358]"
1152,"[1110111, 995242, 8090537, 951590, 6034857]"
1153,"[904129, 981760, 1135468, 1044078, 819765]"
1154,"[1129049, 981760, 908531, 1106523, 1081177]"
1155,"[9521679, 1082185, 1106523, 878996, 916122]"
1156,"[874972, 962568, 868764, 5592931, 872137]"
1157,"[874972, 1029743, 1082185, 981760, 916122]"
1158,"[863762, 1044078, 1019637, 1106523, 1049735]"
1159,"[1050741, 1044259, 7025106, 1082185, 903325]"
1160,"[1134678, 1082185, 1044078, 1106523, 981760]"
1161,"[874972, 1082185, 981760, 862349, 8090537]"
1162,"[874972, 1082185, 1029743, 1127831, 951590]"
1163,"[956599, 962229, 862349, 1082185, 903325]"
1164,"[948670, 1029743, 6034857, 1082185, 903325]"
1165,"[874972, 951590, 859075, 1082185, 995242]"
1166,"[906844, 995242, 6034857, 1082185, 962568]"
1167,"[5995129, 1029743, 962229, 1082185, 866211]"
1168,"[874972, 1029743, 983584, 866211, 1114653]"
1169,"[1038663, 1106523, 986912, 1082185, 1081177]"
1170,"[874972, 1082185, 1029743, 1127831, 1106523]"
1171,"[904129, 1029743, 913210, 893018, 1075368]"
1172,"[1038663, 1097398, 1053690, 1029743, 1122358]"
1173,"[874972, 1102959, 5569098, 1104343, 908064]"
1174,"[1107420, 1106523, 986912, 1101010, 1096036]"
1175,"[9677366, 6034857, 916122, 1082185, 8066803]"
1176,"[874972, 1082185, 1029743, 1127831, 1106523]"
1177,"[874972, 866211, 1026118, 1023720, 1127179]"
1178,"[950463, 1082185, 981760, 995242, 6464165]"
1179,"[12262978, 1024306, 981760, 962229, 995242]"
1180,"[874972, 995242, 12648296, 1082185, 981760]"
1181,"[1038663, 1082185, 1106523, 893018, 845208]"
1182,"[12731517, 1044078, 965766, 1106523, 5592931]"
1183,"[874972, 1082185, 1029743, 1127831, 951590]"
1184,"[874972, 1082185, 1029743, 1127831, 951590]"
1185,"[863762, 1082185, 1106523, 1053690, 899682]"
1186,"[12810464, 1044259, 916122, 1126899, 1082185]"
1187,"[995151, 986912, 1127831, 1106523, 1044078]"
1188,"[874972, 1106523, 1082185, 1044078, 878996]"
1189,"[904997, 995242, 1053690, 962568, 913894]"
1190,"[874972, 1081177, 8090521, 1029743, 1116635]"
1191,"[950463, 986912, 878996, 1082185, 995242]"
1192,"[874972, 1133018, 859075, 844179, 944466]"
1193,"[1013928, 1106523, 1082185, 951590, 6034857]"
1194,"[1000753, 1106523, 1044078, 1096036, 993638]"
1195,"[1002787, 1138189, 923746, 8090521, 1075368]"
1196,"[874972, 878996, 916122, 1070820, 1082185]"
1197,"[1034176, 986912, 1082185, 1029743, 1023720]"
1198,"[874972, 1082185, 962568, 1005274, 6534030]"
1199,"[874972, 1082185, 1029743, 1127831, 951590]"
1200,"[970866, 995242, 981760, 983584, 916122]"
1201,"[906335, 999104, 5569327, 9527159, 1074524]"
1202,"[972418, 1048257, 880234, 845208, 855557]"
1203,"[982469, 1044078, 981760, 1082185, 1106523]"
1204,"[837569, 1029743, 983584, 1037840, 1097001]"
1205,"[874972, 995242, 1082185, 1044078, 983584]"
1206,"[863762, 1029743, 1044078, 981760, 1096036]"
1207,"[874972, 1133018, 5569374, 923673, 13115501]"
1208,"[947858, 1029743, 1044078, 903325, 866211]"
1209,"[874972, 1029743, 986912, 861445, 960791]"
1210,"[874972, 1070820, 12263788, 1082185, 963502]"
1211,"[1000753, 6034857, 866211, 1070820, 981760]"
1212,"[874972, 1082185, 1029743, 1127831, 951590]"
1213,"[874972, 1126899, 859075, 940947, 1135681]"
1214,"[874972, 1082185, 1029743, 1127831, 951590]"
1215,"[874972, 1126899, 1082185, 878996, 981760]"
1216,"[1082627, 995242, 1028473, 951590, 5569230]"
1217,"[836445, 981760, 866211, 1029743, 962229]"
1218,"[874972, 1029743, 1101010, 1082185, 916122]"
1219,"[948670, 995242, 962568, 844179, 834117]"
1220,"[874972, 1029743, 8090521, 908318, 932298]"
1221,"[948670, 1029743, 1082185, 981760, 1096036]"
1222,"[879734, 986912, 995242, 1082185, 1044078]"
1223,"[1021324, 1029743, 8090521, 916122, 845208]"
1224,"[1012514, 1029743, 1082185, 981760, 7025106]"
1225,"[878715, 981760, 1133018, 1044188, 908531]"
1226,"[12810391, 903325, 7025106, 1070820, 986912]"
1227,"[874972, 1106523, 1053690, 854852, 5568378]"
1228,"[12810464, 10457044, 961554, 983795, 1115800]"
1229,"[6551861, 6034857, 962568, 1070820, 903325]"
1230,"[874972, 1082185, 13907062, 866172, 1082185]"
1231,"[878715, 1023720, 6034857, 1029743, 1082185]"
1232,"[874972, 1029743, 1127831, 1082185, 951590]"
1233,"[874972, 1082185, 1029743, 1127831, 1106523]"
1234,"[948670, 862349, 916122, 1082185, 866211]"
1235,"[874972, 1126899, 1082185, 6034857, 825541]"
1236,"[1038663, 1082185, 1081177, 962229, 981760]"
1237,"[874972, 1082185, 1044078, 995242, 961554]"
1238,"[970866, 1024306, 908531, 1029743, 962229]"
1239,"[874972, 1082185, 1133018, 908531, 893018]"
1240,"[1076842, 1126899, 854852, 1082185, 1044259]"
1241,"[874972, 995242, 981760, 1053690, 1037840]"
1242,"[874972, 963835, 981521, 1082185, 1029743]"
1243,"[874972, 995242, 916122, 1053690, 835098]"
1244,"[899019, 961554, 1125123, 7024830, 845294]"
1245,"[13416117, 1082185, 1106523, 903325, 981760]"
1246,"[1108094, 986912, 1082185, 1126899, 8090521]"
1247,"[970747, 971922, 6034857, 951412, 8066803]"
1248,"[874972, 1044078, 1101010, 1106523, 951590]"
1249,"[874972, 1004906, 12810393, 1106523, 7025106]"
1250,"[874972, 1104414, 914190, 910032, 1082185]"
1251,"[901067, 1082990, 1082185, 1029743, 1127831]"
1252,"[874972, 1070820, 951590, 923746, 1010578]"
1253,"[874972, 1029743, 999779, 1082185, 1029743]"
1254,"[874972, 6034857, 1067443, 1098844, 12599601]"
1255,"[6551861, 1106523, 947798, 914754, 1004555]"
1256,"[958594, 1082185, 878996, 986912, 1000542]"
1257,"[962615, 981760, 1127831, 1126899, 1082185]"
1258,"[849202, 981760, 901062, 852600, 5569471]"
1259,"[948670, 1126899, 962229, 1082185, 910032]"
1260,"[9677366, 1057260, 903325, 1082185, 1058997]"
1261,"[874972, 1070820, 5569471, 986912, 1082185]"
1262,"[874972, 1082185, 1029743, 1127831, 951590]"
1263,"[10198378, 854852, 1108131, 866211, 1011298]"
1264,"[1087618, 1106523, 981760, 1053690, 1096036]"
1265,"[1054402, 1106523, 923746, 1082185, 1101010]"
1266,"[849202, 1133018, 923746, 970030, 8203851]"
1267,"[874972, 1070820, 1082185, 903325, 916122]"
1268,"[1119993, 1070820, 868764, 859075, 1082990]"
1269,"[874972, 1058997, 1101589, 1044078, 1057260]"
1270,"[1082627, 962229, 1044078, 1106523, 1082185]"
1271,"[12262830, 1023720, 903325, 1029743, 1082185]"
1272,"[948670, 995242, 845208, 1082185, 1024306]"
1273,"[850102, 1082185, 1106523, 854852, 866211]"
1274,"[1091342, 1082185, 908531, 1070820, 986912]"
1275,"[874972, 1082185, 1029743, 1127831, 951590]"
1276,"[874972, 1082185, 1023720, 962568, 835098]"
1277,"[1088771, 962229, 995242, 1044078, 1081177]"
1278,"[874972, 1106523, 991747, 937292, 1082185]"
1279,"[1000753, 1081177, 1133018, 1082185, 951590]"
1280,"[874972, 1058997, 1106301, 985893, 1017127]"
1281,"[12810464, 1044078, 1081177, 1053690, 6034857]"
1282,"[1038663, 995242, 1081177, 859075, 951590]"
1283,"[874972, 965766, 988693, 957013, 855488]"
1284,"[864893, 1044078, 981760, 918638, 1096036]"
1285,"[1029688, 1029743, 1082185, 1024306, 916122]"
1286,"[874972, 1106523, 914190, 1082185, 1029743]"
1287,"[874972, 1082185, 1058997, 854852, 1101010]"
1288,"[874972, 862349, 1081177, 1082185, 951590]"
1289,"[874972, 1029743, 981760, 1110572, 5569230]"
1290,"[13506119, 1081177, 981760, 854852, 916122]"
1291,"[874972, 1044078, 1081177, 962229, 1082185]"
1292,"[874972, 12757653, 923670, 935993, 1082185]"
1293,"[908843, 1029743, 962568, 1044078, 981760]"
1294,"[878715, 873964, 12648296, 1126899, 1082185]"
1295,"[874972, 995242, 868764, 8090521, 910032]"
1296,"[874972, 1082185, 995242, 878996, 981760]"
1297,"[1079913, 1126899, 878996, 1082185, 1044259]"
1298,"[874972, 962568, 965766, 1082185, 995242]"
1299,"[1099089, 1029743, 1082185, 903325, 8090521]"
1300,"[919766, 1126899, 1044078, 1082185, 1081177]"
1301,"[874972, 5569471, 1082185, 1029743, 1127831]"
1302,"[874972, 1029743, 1044078, 8293439, 1097001]"
1303,"[906844, 1082185, 1081177, 1029743, 903325]"
1304,"[1118623, 1029743, 923746, 1043590, 871611]"
1305,"[1013928, 987562, 845193, 1106523, 983584]"
1306,"[874972, 995242, 981760, 916122, 951590]"
1307,"[874972, 1082185, 1058997, 986912, 854852]"
1308,"[874972, 1029743, 1082185, 9835960, 944526]"
1309,"[874972, 1053690, 866211, 872645, 7466252]"
1310,"[874972, 1106523, 916122, 1004906, 963971]"
1311,"[850102, 1106523, 923746, 844179, 999270]"
1312,"[874972, 1082185, 1058997, 854852, 1127831]"
1313,"[7160764, 8090521, 900802, 1029743, 5592261]"
1314,"[879734, 1106523, 1057260, 1082185, 868764]"
1315,"[874972, 1058997, 916122, 908531, 913210]"
1316,"[829291, 995242, 981760, 962229, 1082185]"
1317,"[874972, 1053690, 923746, 1029743, 1138292]"
1318,"[874972, 995242, 8090537, 854852, 951412]"
1319,"[874972, 1126899, 916122, 1057102, 868764]"
1320,"[9521787, 965766, 14077333, 921744, 8291322]"
1321,"[9832469, 1082185, 1044078, 1106523, 981760]"
1322,"[874972, 1082185, 1029743, 1127831, 951590]"
1323,"[874972, 856060, 1082185, 1029743, 1127831]"
1324,"[1085357, 1058997, 903325, 1082185, 1024306]"
1325,"[1138423, 1082185, 1081177, 903325, 962568]"
1326,"[948670, 961554, 962568, 962229, 844179]"
1327,"[874972, 1082185, 1029743, 1127831, 951590]"
1328,"[1038663, 1106523, 986912, 1082185, 878996]"
1329,"[874972, 986912, 7025106, 1024306, 908531]"
1330,"[849202, 1081177, 1101010, 1106523, 910032]"
1331,"[874972, 1029743, 908531, 1110572, 845208]"
1332,"[1111035, 986912, 916122, 1082185, 1053690]"
1333,"[878715, 983584, 962568, 1126899, 1082185]"
1334,"[874972, 1106523, 1081177, 8090537, 1138189]"
1335,"[874972, 878996, 1047076, 862349, 1098844]"
1336,"[947858, 995242, 854852, 1044078, 1081177]"
1337,"[833940, 910032, 859075, 962229, 923670]"
1338,"[5995129, 1106523, 1082185, 1044078, 1053690]"
1339,"[874972, 8090537, 6533236, 1082185, 1029743]"
1340,"[874972, 981760, 916122, 1133018, 5569230]"
1341,"[874972, 995242, 908531, 990797, 1121384]"
1342,"[874972, 1102845, 5572276, 1082185, 1029743]"
1343,"[874972, 1082185, 1029743, 1127831, 951590]"
1344,"[1022428, 995242, 898847, 1082185, 5592931]"
1345,"[874972, 916122, 987562, 1029743, 951590]"
1346,"[874972, 961021, 1022848, 866211, 5574377]"
1347,"[849202, 1082185, 995242, 6034857, 1037840]"
1348,"[874972, 986912, 1023720, 1082185, 866211]"
1349,"[849202, 1058997, 962568, 1044078, 1024306]"
1350,"[1038663, 1082185, 1106523, 981760, 983584]"
1351,"[874972, 1106523, 923746, 1038985, 835243]"
1352,"[874972, 1082185, 862349, 1024306, 903325]"
1353,"[850102, 1082185, 961554, 1029743, 1057260]"
1354,"[874972, 1133018, 965766, 878996, 866211]"
1355,"[874972, 871756, 1022254, 1077555, 969977]"
1356,"[1076842, 903325, 987562, 1070820, 981760]"
1357,"[866548, 5569230, 923746, 1070820, 972931]"
1358,"[10198378, 1096036, 844179, 1048483, 1057260]"
1359,"[13007264, 1029743, 1044078, 981760, 916122]"
1360,"[837569, 1082185, 9884698, 5591154, 1133157]"
1361,"[874972, 995242, 916122, 1101010, 951590]"
1362,"[1065017, 1024306, 866211, 878996, 921406]"
1363,"[826666, 1101010, 903325, 1029743, 961554]"
1364,"[1065017, 1029743, 1082185, 981760, 854852]"
1365,"[874972, 1082185, 1029743, 1127831, 951590]"
1366,"[948670, 1126899, 1082185, 854852, 1101010]"
1367,"[864893, 831728, 962568, 1116635, 5567702]"
1368,"[874972, 1070820, 1082185, 981760, 916122]"
1369,"[874972, 1081177, 854852, 1126899, 1082185]"
1370,"[874972, 1126899, 878996, 1044078, 1024306]"
1371,"[874972, 1082185, 1127831, 1029743, 951590]"
1372,"[874972, 1106523, 981760, 1082185, 951590]"
1373,"[874972, 6034857, 961554, 1004906, 854754]"
1374,"[874972, 962229, 1082185, 1106523, 1081177]"
1375,"[1038663, 1070820, 1082185, 981760, 916122]"
1376,"[1034176, 1029743, 1082185, 1044078, 981760]"
1377,"[874972, 13842214, 1082185, 1029743, 1127831]"
1378,"[849202, 995242, 916122, 1082185, 9653535]"
1379,"[1013928, 8293439, 857554, 962229, 9677202]"
1380,"[874972, 1028816, 1105488, 821845, 911812]"
1381,"[874972, 1082185, 1029743, 1127831, 1106523]"
1382,"[1021324, 1106523, 962568, 840361, 834117]"
1383,"[878715, 1082185, 6034857, 866211, 961554]"
1384,"[874972, 1082185, 1106523, 916122, 1096036]"
1385,"[1038663, 878996, 1053690, 1029743, 1082185]"
1386,"[874972, 995242, 1082185, 1029743, 1127831]"
1387,"[874972, 844179, 880427, 878996, 910473]"
1388,"[904129, 986912, 916122, 1082185, 981760]"
1389,"[1058754, 1082185, 878996, 1058997, 1023720]"
1390,"[970747, 1126899, 981760, 962229, 1053690]"
1391,"[970866, 6034857, 844179, 1082185, 1133018]"
1392,"[874972, 1070820, 1082185, 986912, 854852]"
1393,"[13003101, 1126899, 7025106, 1082185, 1023720]"
1394,"[870559, 1082185, 981760, 962229, 862349]"
1395,"[906844, 1126899, 8090537, 908531, 951590]"
1396,"[874972, 1082185, 903325, 1029743, 961554]"
1397,"[836445, 1029743, 1024306, 1082185, 1044078]"
1398,"[874972, 844179, 1136257, 999779, 5569374]"
1399,"[874972, 6034857, 1047076, 995242, 1082185]"
1400,"[1103808, 897306, 1082185, 1029743, 1127831]"
1401,"[874972, 1029743, 1082185, 1044078, 981760]"
1402,"[874972, 1082185, 981760, 1106523, 1057260]"
1403,"[874972, 819927, 1071343, 5569230, 870547]"
1404,"[874972, 1029743, 962229, 854852, 962568]"
1405,"[962615, 1029743, 1082185, 8090521, 899682]"
1406,"[860248, 1029743, 1082185, 1081177, 951590]"
1407,"[9655679, 1029743, 1023720, 1082185, 1081177]"
1408,"[874972, 1082185, 821200, 15452705, 967395]"
1409,"[1057749, 981760, 910032, 1082185, 1133018]"
1410,"[874972, 822785, 979022, 1029743, 1031316]"
1411,"[874972, 1082185, 1029743, 1127831, 951590]"
1412,"[1058754, 962568, 844179, 1029743, 1082185]"
1413,"[874972, 1029743, 1044078, 1043590, 1082212]"
1414,"[874972, 1126899, 880895, 7025275, 861706]"
1415,"[874972, 955075, 1125123, 866540, 1082185]"
1416,"[874972, 962568, 1130858, 896862, 1098844]"
1417,"[887474, 854852, 916122, 1106523, 1049735]"
1418,"[948670, 1070820, 903325, 1082185, 965766]"
1419,"[1014732, 962229, 983584, 1044078, 1106523]"
1420,"[874972, 1029743, 962568, 845208, 1043590]"
1421,"[904129, 995242, 1005274, 1082185, 962229]"
1422,"[874972, 965772, 820612, 826385, 1082185]"
1423,"[12810391, 844179, 1013703, 878445, 13008334]"
1424,"[874972, 1082185, 878996, 1029743, 1024306]"
1425,"[850102, 1044078, 1081177, 1029743, 916122]"
1426,"[874972, 1029743, 8090521, 916122, 6632283]"
1427,"[833940, 1029743, 986912, 1082185, 1044078]"
1428,"[1099089, 995242, 983584, 1044078, 1127831]"
1429,"[948670, 1126899, 878996, 923746, 1129576]"
1430,"[906844, 1127470, 1025581, 1047769, 1091342]"
1431,"[1021324, 1106523, 5569230, 1110572, 916122]"
1432,"[904997, 995242, 981760, 916122, 845208]"
1433,"[874972, 844165, 899624, 991268, 1139827]"
1434,"[917384, 1082185, 862349, 981760, 1053690]"
1435,"[904129, 962229, 1029743, 916122, 8090537]"
1436,"[874972, 986912, 854852, 1133018, 1110572]"
1437,"[1021324, 1081177, 981760, 995242, 1044078]"
1438,"[874972, 1037863, 1008032, 1023720, 1028816]"
1439,"[974156, 1029743, 986912, 6034857, 859075]"
1440,"[874972, 981760, 916122, 1106523, 1044078]"
1441,"[874972, 1082185, 903325, 6034857, 5569230]"
1442,"[874972, 1082185, 1029743, 1127831, 951590]"
1443,"[906844, 1082185, 1053690, 819927, 941658]"
1444,"[874972, 1029743, 1015280, 1111786, 1093030]"
1445,"[874972, 1082185, 995242, 1044078, 903325]"
1446,"[874972, 1026118, 1004906, 1133018, 923746]"
1447,"[874972, 1096036, 1126895, 844165, 853756]"
1448,"[874972, 883404, 1029743, 1012922, 9707240]"
1449,"[874972, 1029743, 990797, 5590613, 1029624]"
1450,"[874972, 1082185, 903325, 995242, 981760]"
1451,"[874972, 903325, 1026118, 1070820, 951412]"
1452,"[1013928, 986912, 1082185, 1029743, 923746]"
1453,"[921438, 962568, 1048257, 1138189, 1092588]"
1454,"[1108094, 995242, 1024306, 1082185, 878996]"
1455,"[874972, 1082185, 1029743, 1127831, 951590]"
1456,"[874972, 1082185, 1029743, 1127831, 1106523]"
1457,"[1119993, 986912, 1082185, 1106523, 1044078]"
1458,"[874972, 903325, 981760, 1082185, 962568]"
1459,"[836445, 995242, 878996, 1044078, 854852]"
1460,"[874972, 1126899, 981760, 916122, 866211]"
1461,"[850102, 995242, 854852, 1082185, 878996]"
1462,"[13003101, 1082185, 1024306, 995242, 903325]"
1463,"[874972, 878996, 962568, 986912, 1082185]"
1464,"[974156, 1029743, 951590, 854852, 916122]"
1465,"[874972, 1082185, 6034857, 921406, 854754]"
1466,"[874972, 1119051, 12384365, 1082185, 1029743]"
1467,"[874972, 1057260, 8090521, 1029743, 986912]"
1468,"[874972, 1082185, 862349, 903325, 854852]"
1469,"[874972, 869047, 1082185, 1029743, 1127831]"
1470,"[1126294, 1126899, 1082185, 981760, 7025106]"
1471,"[874972, 1126899, 834117, 1108168, 1027569]"
1472,"[874972, 1082185, 1029743, 1127831, 951590]"
1473,"[874972, 1082185, 903325, 1126899, 1127831]"
1474,"[5995129, 1082185, 1044078, 1106523, 981760]"
1475,"[874972, 1082185, 854852, 1070820, 1057260]"
1476,"[1057749, 866211, 1004906, 1058997, 1134006]"
1477,"[874972, 1029743, 940947, 961979, 1082185]"
1478,"[874972, 1082185, 1029743, 1127831, 951590]"
1479,"[948670, 986912, 995242, 1082185, 977374]"
1480,"[874972, 1029743, 940726, 1082185, 1029743]"
1481,"[874972, 1029743, 981760, 951590, 916122]"
1482,"[874972, 1110572, 5569230, 1026118, 911614]"
1483,"[874972, 1126899, 1082185, 981760, 854852]"
1484,"[874972, 1082185, 1023720, 1058997, 854852]"
1485,"[878715, 971922, 1052912, 1106523, 13842214]"
1486,"[878715, 1126899, 1053690, 983795, 893018]"
1487,"[970747, 1029743, 916122, 951590, 859075]"
1488,"[974156, 1058997, 903325, 1082185, 1053690]"
1489,"[1134483, 6534074, 1058709, 9553382, 844165]"
1490,"[874972, 981760, 916122, 995242, 866211]"
1491,"[981677, 1106523, 981760, 1082185, 1024306]"
1492,"[12731517, 1029743, 1082185, 1024306, 903325]"
1493,"[874972, 1106523, 8090521, 932298, 13213203]"
1494,"[836445, 981760, 845208, 1029743, 1044078]"
1495,"[874972, 981760, 962568, 986912, 1082185]"
1496,"[1022428, 1082185, 951590, 1029743, 1101010]"
1497,"[948670, 1082185, 995242, 1028816, 923670]"
1498,"[874972, 854852, 916993, 1082185, 5569471]"
